Time;Natural ventilation, Roof, Zone 31 - Rm. 3-2, South Office, Heat Valve
03-18-2019 06:26:02;1
03-18-2019 06:31:02;2
03-18-2019 06:34:02;0
03-18-2019 06:36:02;1
03-18-2019 06:41:00;2
03-18-2019 06:51:02;3
03-18-2019 07:01:02;4
03-18-2019 07:13:02;5
03-18-2019 07:18:02;6
03-18-2019 07:20:02;5
03-18-2019 07:22:02;6
03-18-2019 07:26:02;7
03-18-2019 07:28:02;6
03-18-2019 07:30:02;7
03-18-2019 07:40:02;9
03-18-2019 07:46:02;10
03-18-2019 07:52:00;11
03-18-2019 07:56:02;12
03-18-2019 08:02:02;13
03-18-2019 08:08:02;14
03-18-2019 08:12:02;15
03-18-2019 08:18:02;16
03-18-2019 08:24:02;17
03-18-2019 08:30:02;18
03-18-2019 08:36:02;19
03-18-2019 08:40:02;21
03-18-2019 08:42:02;20
03-18-2019 08:43:02;21
03-18-2019 08:49:02;22
03-18-2019 08:51:02;23
03-18-2019 08:53:02;22
03-18-2019 08:55:02;24
03-18-2019 08:57:02;23
03-18-2019 08:59:02;24
03-18-2019 09:01:02;25
03-18-2019 09:03:02;26
03-18-2019 09:07:02;27
03-18-2019 09:11:02;28
03-18-2019 09:13:02;29
03-18-2019 09:17:02;30
03-18-2019 09:21:02;31
03-18-2019 09:25:02;32
03-18-2019 09:29:02;33
03-18-2019 09:33:02;34
03-18-2019 09:35:02;35
03-18-2019 09:39:02;37
03-18-2019 09:43:02;38
03-18-2019 09:45:02;39
03-18-2019 09:47:02;40
03-18-2019 09:51:02;41
03-18-2019 09:53:02;42
03-18-2019 09:55:02;43
03-18-2019 09:59:02;44
03-18-2019 10:01:02;45
03-18-2019 10:03:02;46
03-18-2019 10:07:02;47
03-18-2019 10:09:02;48
03-18-2019 10:11:02;49
03-18-2019 10:15:02;50
03-18-2019 10:17:02;51
03-18-2019 10:19:02;52
03-18-2019 10:23:02;53
03-18-2019 10:25:02;54
03-18-2019 10:27:02;55
03-18-2019 10:31:02;56
03-18-2019 10:33:02;57
03-18-2019 10:35:02;58
03-18-2019 10:39:02;59
03-18-2019 10:41:02;60
03-18-2019 10:43:02;61
03-18-2019 10:47:02;62
03-18-2019 10:49:02;63
03-18-2019 10:51:02;64
03-18-2019 10:53:02;63
03-18-2019 10:55:02;65
03-18-2019 10:57:02;64
03-18-2019 10:59:02;65
03-18-2019 11:01:02;67
03-18-2019 11:07:02;68
03-18-2019 11:11:02;69
03-18-2019 11:13:02;70
03-18-2019 11:15:02;71
03-18-2019 11:21:02;72
03-18-2019 11:25:02;73
03-18-2019 11:29:02;74
03-18-2019 11:33:02;75
03-18-2019 11:35:02;76
03-18-2019 11:39:02;77
03-18-2019 21:39:01;1
03-18-2019 21:41:01;0
03-18-2019 21:45:01;1
03-18-2019 21:51:01;2
03-18-2019 22:02:01;3
03-18-2019 22:13:01;5
03-18-2019 22:17:01;4
03-18-2019 22:21:01;5
03-18-2019 22:25:01;6
03-18-2019 22:27:01;7
03-18-2019 22:31:01;6
03-18-2019 22:33:01;7
03-18-2019 22:35:01;8
03-18-2019 22:37:01;7
03-18-2019 22:39:01;8
03-18-2019 22:43:01;9
03-18-2019 22:45:01;8
03-18-2019 22:47:01;10
03-18-2019 22:49:01;9
03-18-2019 22:57:01;10
03-18-2019 22:59:01;11
03-18-2019 23:03:01;10
03-18-2019 23:05:01;11
03-18-2019 23:15:01;12
03-18-2019 23:23:01;13
03-18-2019 23:31:01;12
03-18-2019 23:33:01;14
03-18-2019 23:35:01;13
03-18-2019 23:39:01;14
03-18-2019 23:53:01;15
03-18-2019 23:55:01;14
03-19-2019 00:16:11;0
03-19-2019 01:03:01;1
03-19-2019 01:09:01;2
03-19-2019 01:22:01;3
03-19-2019 01:25:01;4
03-19-2019 01:27:01;3
03-19-2019 01:31:01;4
03-19-2019 01:33:01;5
03-19-2019 01:37:01;6
03-19-2019 01:43:01;7
03-19-2019 01:49:01;8
03-19-2019 01:53:01;9
03-19-2019 01:59:01;10
03-19-2019 03:06:01;32
03-19-2019 03:08:01;33
03-19-2019 03:12:01;34
03-19-2019 03:14:01;35
03-19-2019 03:16:01;36
03-19-2019 03:20:01;37
03-19-2019 03:22:01;39
03-19-2019 03:24:01;40
03-19-2019 03:26:01;41
03-19-2019 03:30:01;42
03-19-2019 03:32:01;43
03-19-2019 03:34:01;44
03-19-2019 03:36:01;45
03-19-2019 03:38:01;46
03-19-2019 03:40:01;47
03-19-2019 03:42:01;49
03-19-2019 03:46:01;51
03-19-2019 03:48:01;52
03-19-2019 03:50:01;53
03-19-2019 03:52:01;54
03-19-2019 03:54:01;55
03-19-2019 03:56:01;57
03-19-2019 03:58:01;58
03-19-2019 04:00:01;59
03-19-2019 04:02:01;60
03-19-2019 04:04:01;61
03-19-2019 04:06:01;62
03-19-2019 04:08:01;63
03-19-2019 04:10:01;64
03-19-2019 04:12:01;65
03-19-2019 04:14:01;67
03-19-2019 04:16:01;69
03-19-2019 04:20:01;70
03-19-2019 04:22:01;71
03-19-2019 04:24:01;73
03-19-2019 04:26:01;74
03-19-2019 04:28:01;76
03-19-2019 04:30:01;77
03-19-2019 04:32:01;78
03-19-2019 04:34:01;80
03-19-2019 04:36:01;81
03-19-2019 04:38:01;82
03-19-2019 04:40:01;83
03-19-2019 04:42:01;85
03-19-2019 04:44:01;86
03-19-2019 04:46:01;87
03-19-2019 04:48:01;89
03-19-2019 04:50:01;90
03-19-2019 04:52:01;91
03-19-2019 04:54:01;92
03-19-2019 04:56:01;94
03-19-2019 04:58:01;95
03-19-2019 05:00:01;97
03-19-2019 05:02:01;99
03-19-2019 05:04:01;100
03-19-2019 07:05:01;11
03-19-2019 07:07:01;12
03-19-2019 07:09:01;13
03-19-2019 07:13:01;14
03-19-2019 07:17:01;15
03-19-2019 07:21:01;16
03-19-2019 07:25:01;17
03-19-2019 07:27:01;18
03-19-2019 07:31:01;19
03-19-2019 07:35:01;20
03-19-2019 07:37:01;21
03-19-2019 07:41:01;22
03-19-2019 07:43:01;23
03-19-2019 07:45:01;24
03-19-2019 07:47:01;25
03-19-2019 07:51:01;26
03-19-2019 07:53:01;27
03-19-2019 07:55:01;28
03-19-2019 07:59:01;29
03-19-2019 08:01:01;30
03-19-2019 15:03:01;0
03-19-2019 15:09:01;1
03-19-2019 15:13:01;0
03-20-2019 01:28:01;1
03-20-2019 01:32:01;0
03-20-2019 01:36:01;1
03-20-2019 01:38:01;0
03-20-2019 01:40:01;1
03-20-2019 01:57:01;2
03-20-2019 03:03:01;13
03-20-2019 03:07:01;14
03-20-2019 03:11:01;15
03-20-2019 03:17:01;16
03-20-2019 03:20:01;17
03-20-2019 03:22:01;18
03-20-2019 03:30:01;20
03-20-2019 03:34:01;21
03-20-2019 03:38:01;22
03-20-2019 03:40:01;23
03-20-2019 03:44:01;24
03-20-2019 03:48:01;25
03-20-2019 03:50:01;26
03-20-2019 03:54:01;27
03-20-2019 03:58:01;28
03-20-2019 04:00:01;30
03-20-2019 04:04:01;31
03-20-2019 04:06:01;32
03-20-2019 04:08:01;33
03-20-2019 04:12:01;34
03-20-2019 04:14:01;35
03-20-2019 04:16:01;36
03-20-2019 04:20:01;37
03-20-2019 04:24:01;38
03-20-2019 04:26:01;39
03-20-2019 04:28:01;40
03-20-2019 04:32:01;41
03-20-2019 04:34:01;43
03-20-2019 04:36:01;44
03-20-2019 04:38:01;45
03-20-2019 04:40:01;46
03-20-2019 04:44:01;47
03-20-2019 04:46:01;48
03-20-2019 04:48:01;49
03-20-2019 04:50:01;50
03-20-2019 04:52:01;51
03-20-2019 04:54:01;52
03-20-2019 04:56:01;53
03-20-2019 04:58:01;54
03-20-2019 05:00:01;55
03-20-2019 05:04:01;56
03-20-2019 05:06:01;57
03-20-2019 05:08:01;58
03-20-2019 05:10:01;59
03-20-2019 05:12:01;60
03-20-2019 05:14:01;61
03-20-2019 05:16:01;63
03-20-2019 05:22:01;65
03-20-2019 05:24:01;66
03-20-2019 05:26:01;67
03-20-2019 05:30:01;69
03-20-2019 05:32:01;70
03-20-2019 05:34:01;71
03-20-2019 05:36:01;73
03-20-2019 05:38:01;74
03-20-2019 05:40:01;75
03-20-2019 05:42:01;76
03-20-2019 05:44:01;77
03-20-2019 05:46:01;78
03-20-2019 05:48:01;79
03-20-2019 05:50:01;80
03-20-2019 05:52:01;81
03-20-2019 05:54:01;83
03-20-2019 05:58:01;85
03-20-2019 06:00:01;87
03-20-2019 06:04:01;89
03-20-2019 06:06:01;90
03-20-2019 06:08:01;91
03-20-2019 06:10:01;93
03-20-2019 06:12:01;94
03-20-2019 06:14:01;95
03-20-2019 06:16:01;96
03-20-2019 06:18:01;97
03-20-2019 06:20:01;99
03-20-2019 06:22:01;100
03-20-2019 07:10:01;3
03-20-2019 07:12:01;4
03-20-2019 07:22:01;5
03-20-2019 07:30:01;6
03-20-2019 07:38:01;7
03-20-2019 07:42:01;8
03-20-2019 07:44:01;9
03-20-2019 07:48:01;10
03-20-2019 07:54:01;11
03-20-2019 07:58:01;12
03-20-2019 15:05:49;12
