Time;Sun screening, Roof, Zone 31 - Rm. 3-2, South Office, Absolut position Sunscreening
10-17-2018 00:00:18;20
10-17-2018 00:00:19;15
10-17-2018 00:00:20;10
10-17-2018 00:00:21;5
10-17-2018 00:00:22;0
10-22-2018 22:00:02;1
10-22-2018 22:00:03;7
10-22-2018 22:00:04;12
10-22-2018 22:00:05;17
10-22-2018 22:00:06;23
10-22-2018 22:00:07;28
10-22-2018 22:00:08;33
10-22-2018 22:00:09;39
10-22-2018 22:00:10;44
10-22-2018 22:00:11;49
10-22-2018 22:00:12;54
10-22-2018 22:00:13;60
10-22-2018 22:00:14;65
10-22-2018 22:00:15;70
10-22-2018 22:00:16;75
10-22-2018 22:00:17;81
10-22-2018 22:00:18;86
10-22-2018 22:00:20;91
10-22-2018 22:00:20;100
10-23-2018 00:00:02;95
10-23-2018 00:00:03;90
10-23-2018 00:00:04;85
10-23-2018 00:00:05;80
10-23-2018 00:00:06;75
10-23-2018 00:00:07;69
10-23-2018 00:00:08;64
10-23-2018 00:00:09;59
10-23-2018 00:00:10;54
10-23-2018 00:00:11;49
10-23-2018 00:00:12;44
10-23-2018 00:00:13;39
10-23-2018 00:00:15;34
10-23-2018 00:00:16;29
10-23-2018 00:00:17;24
10-23-2018 00:00:18;19
10-23-2018 00:00:19;14
10-23-2018 00:00:20;10
10-23-2018 00:00:21;5
10-23-2018 00:00:22;0
10-23-2018 09:58:11;2
10-23-2018 09:58:12;7
10-23-2018 09:58:13;13
10-23-2018 09:58:14;18
10-23-2018 09:58:15;23
10-23-2018 09:58:16;29
10-23-2018 09:58:17;34
10-23-2018 09:58:18;40
10-23-2018 09:58:19;45
10-23-2018 09:58:20;50
10-23-2018 09:58:21;56
10-23-2018 09:58:22;61
10-23-2018 09:58:23;66
10-23-2018 09:58:24;71
10-23-2018 09:58:25;76
10-23-2018 09:58:26;81
10-23-2018 09:58:27;87
10-23-2018 09:58:28;92
10-23-2018 09:58:30;100
10-23-2018 11:13:18;97
10-23-2018 11:13:19;92
10-23-2018 11:13:20;86
10-23-2018 11:13:21;81
10-23-2018 11:13:22;76
10-23-2018 11:13:23;71
10-23-2018 11:13:24;66
10-23-2018 11:13:25;60
10-23-2018 11:13:26;55
10-23-2018 11:13:27;50
10-23-2018 11:13:28;45
10-23-2018 11:13:29;40
10-23-2018 11:13:30;34
10-23-2018 11:13:31;29
10-23-2018 11:13:32;24
10-23-2018 11:13:33;19
10-23-2018 11:13:34;14
10-23-2018 11:13:35;10
10-23-2018 11:13:37;4
10-23-2018 11:13:38;0
10-23-2018 12:24:48;4
10-23-2018 12:24:49;10
10-23-2018 12:24:50;15
10-23-2018 12:24:51;20
10-23-2018 12:24:52;26
10-23-2018 12:24:53;31
10-23-2018 12:24:54;37
10-23-2018 12:24:55;42
10-23-2018 12:24:56;47
10-23-2018 12:24:57;52
10-23-2018 12:24:59;58
10-23-2018 12:25:00;64
10-23-2018 12:25:01;69
10-23-2018 12:25:02;74
10-23-2018 12:25:03;79
10-23-2018 12:25:04;84
10-23-2018 12:25:05;90
10-23-2018 12:25:06;95
10-23-2018 12:25:07;100
10-23-2018 12:33:58;96
10-23-2018 12:33:59;91
10-23-2018 12:34:00;86
10-23-2018 12:34:01;81
10-23-2018 12:34:02;76
10-23-2018 12:34:03;71
10-23-2018 12:34:04;66
10-23-2018 12:34:05;60
10-23-2018 12:34:06;55
10-23-2018 12:34:07;50
10-23-2018 12:34:08;45
10-23-2018 12:34:09;40
10-23-2018 12:34:10;35
10-23-2018 12:34:11;30
10-23-2018 12:34:12;25
10-23-2018 12:34:13;20
10-23-2018 12:34:14;16
10-23-2018 12:34:15;11
10-23-2018 12:34:16;6
10-23-2018 12:34:17;1
10-23-2018 12:34:18;0
10-23-2018 13:31:49;1
10-23-2018 13:31:50;7
10-23-2018 13:31:51;12
10-23-2018 13:31:52;18
10-23-2018 13:31:53;23
10-23-2018 13:31:54;28
10-23-2018 13:31:55;34
10-23-2018 13:31:56;39
10-23-2018 13:31:57;44
10-23-2018 13:31:58;49
10-23-2018 13:31:59;55
10-23-2018 13:32:00;60
10-23-2018 13:32:01;66
10-23-2018 13:32:02;71
10-23-2018 13:32:03;76
10-23-2018 13:32:04;81
10-23-2018 13:32:05;86
10-23-2018 13:32:06;91
10-23-2018 13:32:07;100
10-23-2018 13:45:35;96
10-23-2018 13:45:36;91
10-23-2018 13:45:37;86
10-23-2018 13:45:38;81
10-23-2018 13:45:39;75
10-23-2018 13:45:40;70
10-23-2018 13:45:41;65
10-23-2018 13:45:42;60
10-23-2018 13:45:43;55
10-23-2018 13:45:44;50
10-23-2018 13:45:45;45
10-23-2018 13:45:46;40
10-23-2018 13:45:47;35
10-23-2018 13:45:48;30
10-23-2018 13:45:49;25
10-23-2018 13:45:50;20
10-23-2018 13:45:51;16
10-23-2018 13:45:52;10
10-23-2018 13:45:53;5
10-23-2018 13:45:54;1
10-23-2018 13:45:55;0
10-23-2018 22:00:02;3
10-23-2018 22:00:03;9
10-23-2018 22:00:04;14
10-23-2018 22:00:05;19
10-23-2018 22:00:06;25
10-23-2018 22:00:07;30
10-23-2018 22:00:08;35
10-23-2018 22:00:09;41
10-23-2018 22:00:10;46
10-23-2018 22:00:11;51
10-23-2018 22:00:12;56
10-23-2018 22:00:13;62
10-23-2018 22:00:14;66
10-23-2018 22:00:15;72
10-23-2018 22:00:16;77
10-23-2018 22:00:17;82
10-23-2018 22:00:20;93
10-23-2018 22:00:21;100
10-24-2018 00:00:02;96
10-24-2018 00:00:03;90
10-24-2018 00:00:04;85
10-24-2018 00:00:05;80
10-24-2018 00:00:06;75
10-24-2018 00:00:07;70
10-24-2018 00:00:08;64
10-24-2018 00:00:09;59
10-24-2018 00:00:10;54
10-24-2018 00:00:11;49
10-24-2018 00:00:12;44
10-24-2018 00:00:13;39
10-24-2018 00:00:14;34
10-24-2018 00:00:15;29
10-24-2018 00:00:16;24
10-24-2018 00:00:17;19
10-24-2018 00:00:18;14
10-24-2018 00:00:20;9
10-24-2018 00:00:21;5
10-24-2018 00:00:22;0
10-24-2018 19:39:40;2
10-24-2018 19:39:41;8
10-24-2018 19:39:42;13
10-24-2018 19:39:43;19
10-24-2018 19:39:44;24
10-24-2018 19:39:45;29
10-24-2018 19:39:46;35
10-24-2018 19:39:47;40
10-24-2018 19:39:48;45
10-24-2018 19:39:49;50
10-24-2018 19:39:50;56
10-24-2018 19:39:51;61
10-24-2018 19:39:52;66
10-24-2018 19:39:53;71
10-24-2018 19:39:54;76
10-24-2018 19:39:55;81
10-24-2018 19:39:56;87
10-24-2018 19:39:57;92
10-24-2018 19:39:58;100
10-24-2018 19:56:48;96
10-24-2018 19:56:49;91
10-24-2018 19:56:50;85
10-24-2018 19:56:51;80
10-24-2018 19:56:52;75
10-24-2018 19:56:53;69
10-24-2018 19:56:54;64
10-24-2018 19:56:55;59
10-24-2018 19:56:56;54
10-24-2018 19:56:57;49
10-24-2018 19:56:58;44
10-24-2018 19:56:59;38
10-24-2018 19:57:00;34
10-24-2018 19:57:01;28
10-24-2018 19:57:02;23
10-24-2018 19:57:03;19
10-24-2018 19:57:04;13
10-24-2018 19:57:06;8
10-24-2018 19:57:07;4
10-24-2018 19:57:08;0
10-24-2018 20:36:28;1
10-24-2018 20:36:29;7
10-24-2018 20:36:30;12
10-24-2018 20:36:31;18
10-24-2018 20:36:32;23
10-24-2018 20:36:33;28
10-24-2018 20:36:34;34
10-24-2018 20:36:35;39
10-24-2018 20:36:36;45
10-24-2018 20:36:37;50
10-24-2018 20:36:38;55
10-24-2018 20:36:39;60
10-24-2018 20:36:40;65
10-24-2018 20:36:41;71
10-24-2018 20:36:42;76
10-24-2018 20:36:43;81
10-24-2018 20:36:44;86
10-24-2018 20:36:45;91
10-24-2018 20:36:46;100
10-24-2018 20:55:38;98
10-24-2018 20:55:39;93
10-24-2018 20:55:40;87
10-24-2018 20:55:41;82
10-24-2018 20:55:42;77
10-24-2018 20:55:43;72
10-24-2018 20:55:44;66
10-24-2018 20:55:45;61
10-24-2018 20:55:46;56
10-24-2018 20:55:47;51
10-24-2018 20:55:48;46
10-24-2018 20:55:49;41
10-24-2018 20:55:50;36
10-24-2018 20:55:51;31
10-24-2018 20:55:52;26
10-24-2018 20:55:53;21
10-24-2018 20:55:54;16
10-24-2018 20:55:55;11
10-24-2018 20:55:56;6
10-24-2018 20:55:57;1
10-24-2018 20:55:58;0
10-24-2018 21:20:24;2
10-24-2018 21:20:25;7
10-24-2018 21:20:26;13
10-24-2018 21:20:27;18
10-24-2018 21:20:28;23
10-24-2018 21:20:29;29
10-24-2018 21:20:30;34
10-24-2018 21:20:31;39
10-24-2018 21:20:32;45
10-24-2018 21:20:33;50
10-24-2018 21:20:34;55
10-24-2018 21:20:35;60
10-24-2018 21:20:36;66
10-24-2018 21:20:37;71
10-24-2018 21:20:38;76
10-24-2018 21:20:39;81
10-24-2018 21:20:40;86
10-24-2018 21:20:41;91
10-24-2018 21:20:42;100
10-24-2018 22:00:02;2
10-24-2018 22:00:03;8
10-24-2018 22:00:04;13
10-24-2018 22:00:05;19
10-24-2018 22:00:06;24
10-24-2018 22:00:07;29
10-24-2018 22:00:08;34
10-24-2018 22:00:09;40
10-24-2018 22:00:10;45
10-24-2018 22:00:11;50
10-24-2018 22:00:12;56
10-24-2018 22:00:13;60
10-24-2018 22:00:14;66
10-24-2018 22:00:15;71
10-24-2018 22:00:16;76
10-24-2018 22:00:17;81
10-24-2018 22:00:18;87
10-24-2018 22:00:19;92
10-24-2018 22:00:20;100
10-25-2018 00:00:01;98
10-25-2018 00:00:01;99
10-25-2018 00:00:02;93
10-25-2018 00:00:03;93
10-25-2018 00:00:03;87
10-25-2018 00:00:04;89
10-25-2018 00:00:05;83
10-25-2018 00:00:05;82
10-25-2018 00:00:06;77
10-25-2018 00:00:06;78
10-25-2018 00:00:07;72
10-25-2018 00:00:07;73
10-25-2018 00:00:08;67
10-25-2018 00:00:08;68
10-25-2018 00:00:09;62
10-25-2018 00:00:09;63
10-25-2018 00:00:10;56
10-25-2018 00:00:10;57
10-25-2018 00:00:11;51
10-25-2018 00:00:11;52
10-25-2018 00:00:12;46
10-25-2018 00:00:12;47
10-25-2018 00:00:13;41
10-25-2018 00:00:13;42
10-25-2018 00:00:14;36
10-25-2018 00:00:14;37
10-25-2018 00:00:15;31
10-25-2018 00:00:15;32
10-25-2018 00:00:16;26
10-25-2018 00:00:16;27
10-25-2018 00:00:17;21
10-25-2018 00:00:17;22
10-25-2018 00:00:18;16
10-25-2018 00:00:18;17
10-25-2018 00:00:19;12
10-25-2018 00:00:19;12
10-25-2018 00:00:20;7
10-25-2018 00:00:20;7
10-25-2018 00:00:21;2
10-25-2018 00:00:21;2
10-25-2018 00:00:22;0
10-25-2018 00:00:22;0
10-25-2018 09:10:26;5
10-25-2018 09:10:27;11
10-25-2018 09:10:28;16
10-25-2018 09:10:29;22
10-25-2018 09:10:30;27
10-25-2018 09:10:31;33
10-25-2018 09:10:32;38
10-25-2018 09:10:33;43
10-25-2018 09:10:35;48
10-25-2018 09:10:36;53
10-25-2018 09:10:37;59
10-25-2018 09:10:38;64
10-25-2018 09:10:39;69
10-25-2018 09:10:40;75
10-25-2018 09:10:41;79
10-25-2018 09:10:42;85
10-25-2018 09:10:43;90
10-25-2018 09:10:44;100
10-25-2018 15:30:28;99
10-25-2018 15:30:28;94
10-25-2018 15:30:29;88
10-25-2018 15:30:30;83
10-25-2018 15:30:31;78
10-25-2018 15:30:32;72
10-25-2018 15:30:34;67
10-25-2018 15:30:35;62
10-25-2018 15:30:36;57
10-25-2018 15:30:37;52
10-25-2018 15:30:38;46
10-25-2018 15:30:39;41
10-25-2018 15:30:40;36
10-25-2018 15:30:41;31
10-25-2018 15:30:42;26
10-25-2018 15:30:43;21
10-25-2018 15:30:44;16
10-25-2018 15:30:45;11
10-25-2018 15:30:46;6
10-25-2018 15:30:47;1
10-25-2018 15:30:48;0
10-25-2018 15:50:11;4
10-25-2018 15:50:12;10
10-25-2018 15:50:13;15
10-25-2018 15:50:14;21
10-25-2018 15:50:15;26
10-25-2018 15:50:16;31
10-25-2018 15:50:17;37
10-25-2018 15:50:18;42
10-25-2018 15:50:20;48
10-25-2018 15:50:20;53
10-25-2018 15:50:21;58
10-25-2018 15:50:23;63
10-25-2018 15:50:24;69
10-25-2018 15:50:25;74
10-25-2018 15:50:26;79
10-25-2018 15:50:27;85
10-25-2018 15:50:28;90
10-25-2018 15:50:29;100
10-25-2018 16:27:12;98
10-25-2018 16:27:13;92
10-25-2018 16:27:14;87
10-25-2018 16:27:15;81
10-25-2018 16:27:16;76
10-25-2018 16:27:17;71
10-25-2018 16:27:18;66
10-25-2018 16:27:19;60
10-25-2018 16:27:20;55
10-25-2018 16:27:21;50
10-25-2018 16:27:22;44
10-25-2018 16:27:23;40
10-25-2018 16:27:24;34
10-25-2018 16:27:25;29
10-25-2018 16:27:26;24
10-25-2018 16:27:27;19
10-25-2018 16:27:28;14
10-25-2018 16:27:29;9
10-25-2018 16:27:30;4
10-25-2018 16:27:31;0
10-25-2018 17:17:49;98
10-25-2018 17:17:50;93
10-25-2018 17:17:51;87
10-25-2018 17:17:52;82
10-25-2018 17:17:53;76
10-25-2018 17:17:54;71
10-25-2018 17:17:55;65
10-25-2018 17:17:56;60
10-25-2018 17:17:57;55
10-25-2018 17:17:58;50
10-25-2018 17:17:59;44
10-25-2018 17:18:00;39
10-25-2018 17:18:01;34
10-25-2018 17:18:02;29
10-25-2018 17:18:03;24
10-25-2018 17:18:05;19
10-25-2018 17:18:06;14
10-25-2018 17:18:07;9
10-25-2018 17:18:08;8
10-25-2018 17:18:09;14
10-25-2018 17:18:10;19
10-25-2018 17:18:11;25
10-25-2018 17:18:12;30
10-25-2018 17:18:13;36
10-25-2018 17:18:14;41
10-25-2018 17:18:15;47
10-25-2018 17:18:16;52
10-25-2018 17:18:17;58
10-25-2018 17:18:18;63
10-25-2018 17:18:20;68
10-25-2018 17:18:21;74
10-25-2018 17:18:22;79
10-25-2018 17:18:23;84
10-25-2018 17:18:24;89
10-25-2018 17:18:25;94
10-25-2018 17:18:26;100
10-25-2018 22:00:02;4
10-25-2018 22:00:03;10
10-25-2018 22:00:04;15
10-25-2018 22:00:05;21
10-25-2018 22:00:06;27
10-25-2018 22:00:07;32
10-25-2018 22:00:08;37
10-25-2018 22:00:10;43
10-25-2018 22:00:10;48
10-25-2018 22:00:11;53
10-25-2018 22:00:13;58
10-25-2018 22:00:14;63
10-25-2018 22:00:15;69
10-25-2018 22:00:16;74
10-25-2018 22:00:17;79
10-25-2018 22:00:18;84
10-25-2018 22:00:19;89
10-25-2018 22:00:20;94
10-25-2018 22:00:21;100
10-26-2018 00:00:01;99
10-26-2018 00:00:02;93
10-26-2018 00:00:03;88
10-26-2018 00:00:04;83
10-26-2018 00:00:05;78
10-26-2018 00:00:06;73
10-26-2018 00:00:07;68
10-26-2018 00:00:08;63
10-26-2018 00:00:09;58
10-26-2018 00:00:11;53
10-26-2018 00:00:12;47
10-26-2018 00:00:13;42
10-26-2018 00:00:14;37
10-26-2018 00:00:15;32
10-26-2018 00:00:16;27
10-26-2018 00:00:17;22
10-26-2018 00:00:18;18
10-26-2018 00:00:19;13
10-26-2018 00:00:20;8
10-26-2018 00:00:21;3
10-26-2018 00:00:22;0
10-26-2018 09:09:33;4
10-26-2018 09:09:34;10
10-26-2018 09:09:35;15
10-26-2018 09:09:37;21
10-26-2018 09:09:38;26
10-26-2018 09:09:39;31
10-26-2018 09:09:40;37
10-26-2018 09:09:41;42
10-26-2018 09:09:42;47
10-26-2018 09:09:43;52
10-26-2018 09:09:44;57
10-26-2018 09:09:45;63
10-26-2018 09:09:46;68
10-26-2018 09:09:47;73
10-26-2018 09:09:48;78
10-26-2018 09:09:49;83
10-26-2018 09:09:50;88
10-26-2018 09:09:51;93
10-26-2018 09:09:52;100
10-26-2018 11:03:33;4
10-26-2018 11:03:34;9
10-26-2018 11:03:35;15
10-26-2018 11:03:36;20
10-26-2018 11:03:38;26
10-26-2018 11:03:39;31
10-26-2018 11:03:40;37
10-26-2018 11:03:41;42
10-26-2018 11:03:42;47
10-26-2018 11:03:43;53
10-26-2018 11:03:44;58
10-26-2018 11:03:45;63
10-26-2018 11:03:46;68
10-26-2018 11:03:47;73
10-26-2018 11:03:48;79
10-26-2018 11:03:49;84
10-26-2018 11:03:50;89
10-26-2018 11:03:51;94
10-26-2018 11:03:52;100
10-26-2018 17:05:50;94
10-26-2018 17:05:51;89
10-26-2018 17:05:52;84
10-26-2018 17:05:53;78
10-26-2018 17:05:54;73
10-26-2018 17:05:55;68
10-26-2018 17:05:56;62
10-26-2018 17:05:57;57
10-26-2018 17:05:58;51
10-26-2018 17:05:59;47
10-26-2018 17:06:00;41
10-26-2018 17:06:02;36
10-26-2018 17:06:03;31
10-26-2018 17:06:04;26
10-26-2018 17:06:05;21
10-26-2018 17:06:06;15
10-26-2018 17:06:07;10
10-26-2018 17:06:08;5
10-26-2018 17:06:09;0
10-26-2018 22:00:02;2
10-26-2018 22:00:03;7
10-26-2018 22:00:04;13
10-26-2018 22:00:05;19
10-26-2018 22:00:06;24
10-26-2018 22:00:07;29
10-26-2018 22:00:08;35
10-26-2018 22:00:09;40
10-26-2018 22:00:10;45
10-26-2018 22:00:11;51
10-26-2018 22:00:12;56
10-26-2018 22:00:14;61
10-26-2018 22:00:15;66
10-26-2018 22:00:17;77
10-26-2018 22:00:17;82
10-26-2018 22:00:19;87
10-26-2018 22:00:19;92
10-26-2018 22:00:21;100
10-27-2018 00:00:04;97
10-27-2018 00:00:05;92
10-27-2018 00:00:06;86
10-27-2018 00:00:07;81
10-27-2018 00:00:08;76
10-27-2018 00:00:09;71
10-27-2018 00:00:10;65
10-27-2018 00:00:11;60
10-27-2018 00:00:12;54
10-27-2018 00:00:13;49
10-27-2018 00:00:15;44
10-27-2018 00:00:16;38
10-27-2018 00:00:17;33
10-27-2018 00:00:18;28
10-27-2018 00:00:19;23
10-27-2018 00:00:20;19
10-27-2018 00:00:21;14
10-27-2018 00:00:22;9
10-27-2018 00:00:23;4
10-27-2018 00:00:24;0
10-28-2018 22:00:03;2
10-28-2018 22:00:04;8
10-28-2018 22:00:05;14
10-28-2018 22:00:06;19
10-28-2018 22:00:07;25
10-28-2018 22:00:08;30
10-28-2018 22:00:09;36
10-28-2018 22:00:11;41
10-28-2018 22:00:12;47
10-28-2018 22:00:12;52
10-28-2018 22:00:14;57
10-28-2018 22:00:15;63
10-28-2018 22:00:16;68
10-28-2018 22:00:17;73
10-28-2018 22:00:18;78
10-28-2018 22:00:19;84
10-28-2018 22:00:20;89
10-28-2018 22:00:21;94
10-28-2018 22:00:22;100
10-29-2018 00:00:01;99
10-29-2018 00:00:02;93
10-29-2018 00:00:03;89
10-29-2018 00:00:04;83
10-29-2018 00:00:05;78
10-29-2018 00:00:06;73
10-29-2018 00:00:07;68
10-29-2018 00:00:08;63
10-29-2018 00:00:09;57
10-29-2018 00:00:11;52
10-29-2018 00:00:12;47
10-29-2018 00:00:13;42
10-29-2018 00:00:14;37
10-29-2018 00:00:15;32
10-29-2018 00:00:16;27
10-29-2018 00:00:17;22
10-29-2018 00:00:18;17
10-29-2018 00:00:19;12
10-29-2018 00:00:20;7
10-29-2018 00:00:21;2
10-29-2018 00:00:22;0
10-29-2018 11:58:10;95
10-29-2018 11:58:11;89
10-29-2018 11:58:12;84
10-29-2018 11:58:13;79
10-29-2018 11:58:15;74
10-29-2018 11:58:16;69
10-29-2018 11:58:17;64
10-29-2018 11:58:18;58
10-29-2018 11:58:19;53
10-29-2018 11:58:20;49
10-29-2018 11:58:21;43
10-29-2018 11:58:22;38
10-29-2018 11:58:23;34
10-29-2018 11:58:24;28
10-29-2018 11:58:25;23
10-29-2018 11:58:26;19
10-29-2018 11:58:27;14
10-29-2018 11:58:28;9
10-29-2018 11:58:29;4
10-29-2018 11:58:30;0
10-29-2018 12:08:08;4
10-29-2018 12:08:09;10
10-29-2018 12:08:10;15
10-29-2018 12:08:12;20
10-29-2018 12:08:13;26
10-29-2018 12:08:14;31
10-29-2018 12:08:15;36
10-29-2018 12:08:16;42
10-29-2018 12:08:17;47
10-29-2018 12:08:18;52
10-29-2018 12:08:19;57
10-29-2018 12:08:20;63
10-29-2018 12:08:21;68
10-29-2018 12:08:22;73
10-29-2018 12:08:23;78
10-29-2018 12:08:24;84
10-29-2018 12:08:25;89
10-29-2018 12:08:26;94
10-29-2018 12:08:27;100
10-29-2018 12:54:26;96
10-29-2018 12:54:27;91
10-29-2018 12:54:28;86
10-29-2018 12:54:29;81
10-29-2018 12:54:30;75
10-29-2018 12:54:31;70
10-29-2018 12:54:32;65
10-29-2018 12:54:33;59
10-29-2018 12:54:34;54
10-29-2018 12:54:35;49
10-29-2018 12:54:36;43
10-29-2018 12:54:37;38
10-29-2018 12:54:38;33
10-29-2018 12:54:39;28
10-29-2018 12:54:40;23
10-29-2018 12:54:41;18
10-29-2018 12:54:42;13
10-29-2018 12:54:43;8
10-29-2018 12:54:44;3
10-29-2018 12:54:46;0
10-29-2018 13:15:47;5
10-29-2018 13:15:48;10
10-29-2018 13:15:49;16
10-29-2018 13:15:50;21
10-29-2018 13:15:51;26
10-29-2018 13:15:52;32
10-29-2018 13:15:53;37
10-29-2018 13:15:54;42
10-29-2018 13:15:55;48
10-29-2018 13:15:56;53
10-29-2018 13:15:57;58
10-29-2018 13:15:58;64
10-29-2018 13:15:59;69
10-29-2018 13:16:01;74
10-29-2018 13:16:02;79
10-29-2018 13:16:03;85
10-29-2018 13:16:04;90
10-29-2018 13:16:05;100
10-29-2018 13:24:27;99
10-29-2018 13:24:28;93
10-29-2018 13:24:29;88
10-29-2018 13:24:30;83
10-29-2018 13:24:31;78
10-29-2018 13:24:32;73
10-29-2018 13:24:33;67
10-29-2018 13:24:34;62
10-29-2018 13:24:35;57
10-29-2018 13:24:36;51
10-29-2018 13:24:37;46
10-29-2018 13:24:38;41
10-29-2018 13:24:39;36
10-29-2018 13:24:40;31
10-29-2018 13:24:42;26
10-29-2018 13:24:43;21
10-29-2018 13:24:44;16
10-29-2018 13:24:45;11
10-29-2018 13:24:46;6
10-29-2018 13:24:47;1
10-29-2018 13:24:48;0
10-29-2018 15:16:46;3
10-29-2018 15:16:47;9
10-29-2018 15:16:48;14
10-29-2018 15:16:49;19
10-29-2018 15:16:50;25
10-29-2018 15:16:51;30
10-29-2018 15:16:52;36
10-29-2018 15:16:53;41
10-29-2018 15:16:54;46
10-29-2018 15:16:55;51
10-29-2018 15:16:56;57
10-29-2018 15:16:57;62
10-29-2018 15:16:58;67
10-29-2018 15:16:59;73
10-29-2018 15:17:00;78
10-29-2018 15:17:01;83
10-29-2018 15:17:03;88
10-29-2018 15:17:04;94
10-29-2018 15:17:05;100
10-29-2018 15:28:23;98
10-29-2018 15:28:24;93
10-29-2018 15:28:25;87
10-29-2018 15:28:26;82
10-29-2018 15:28:27;77
10-29-2018 15:28:28;72
10-29-2018 15:28:30;66
10-29-2018 15:28:31;61
10-29-2018 15:28:32;56
10-29-2018 15:28:33;51
10-29-2018 15:28:34;45
10-29-2018 15:28:35;40
10-29-2018 15:28:36;35
10-29-2018 15:28:37;30
10-29-2018 15:28:38;25
10-29-2018 15:28:39;20
10-29-2018 15:28:40;15
10-29-2018 15:28:41;10
10-29-2018 15:28:42;5
10-29-2018 15:28:43;0
10-29-2018 15:45:55;2
10-29-2018 15:45:56;7
10-29-2018 15:45:57;13
10-29-2018 15:45:58;18
10-29-2018 15:45:59;23
10-29-2018 15:46:00;28
10-29-2018 15:46:01;34
10-29-2018 15:46:02;39
10-29-2018 15:46:03;45
10-29-2018 15:46:04;50
10-29-2018 15:46:05;55
10-29-2018 15:46:06;60
10-29-2018 15:46:07;66
10-29-2018 15:46:08;71
10-29-2018 15:46:10;76
10-29-2018 15:46:10;81
10-29-2018 15:46:12;86
10-29-2018 15:46:13;92
10-29-2018 15:46:14;100
10-29-2018 22:00:02;1
10-29-2018 22:00:03;6
10-29-2018 22:00:04;12
10-29-2018 22:00:05;17
10-29-2018 22:00:06;22
10-29-2018 22:00:07;28
10-29-2018 22:00:08;33
10-29-2018 22:00:09;38
10-29-2018 22:00:10;44
10-29-2018 22:00:11;49
10-29-2018 22:00:12;54
10-29-2018 22:00:13;60
10-29-2018 22:00:14;65
10-29-2018 22:00:15;70
10-29-2018 22:00:16;75
10-29-2018 22:00:17;80
10-29-2018 22:00:18;85
10-29-2018 22:00:19;91
10-29-2018 22:00:20;100
10-30-2018 00:00:02;96
10-30-2018 00:00:03;90
10-30-2018 00:00:04;85
10-30-2018 00:00:05;80
10-30-2018 00:00:06;75
10-30-2018 00:00:08;70
10-30-2018 00:00:08;64
10-30-2018 00:00:09;59
10-30-2018 00:00:11;54
10-30-2018 00:00:12;49
10-30-2018 00:00:13;44
10-30-2018 00:00:14;39
10-30-2018 00:00:15;34
10-30-2018 00:00:16;29
10-30-2018 00:00:17;24
10-30-2018 00:00:18;19
10-30-2018 00:00:19;14
10-30-2018 00:00:20;10
10-30-2018 00:00:21;4
10-30-2018 00:00:22;0
10-30-2018 09:11:22;2
10-30-2018 09:11:23;8
10-30-2018 09:11:24;13
10-30-2018 09:11:25;18
10-30-2018 09:11:26;24
10-30-2018 09:11:27;29
10-30-2018 09:11:28;34
10-30-2018 09:11:29;40
10-30-2018 09:11:30;45
10-30-2018 09:11:31;50
10-30-2018 09:11:32;55
10-30-2018 09:11:33;60
10-30-2018 09:11:34;66
10-30-2018 09:11:35;71
10-30-2018 09:11:36;76
10-30-2018 09:11:37;81
10-30-2018 09:11:38;86
10-30-2018 09:11:39;91
10-30-2018 09:11:40;100
10-30-2018 13:00:05;98
10-30-2018 13:00:06;93
10-30-2018 13:00:07;87
10-30-2018 13:00:08;82
10-30-2018 13:00:09;76
10-30-2018 13:00:10;71
10-30-2018 13:00:11;66
10-30-2018 13:00:12;61
10-30-2018 13:00:13;55
10-30-2018 13:00:14;50
10-30-2018 13:00:15;45
10-30-2018 13:00:16;40
10-30-2018 13:00:17;35
10-30-2018 13:00:18;30
10-30-2018 13:00:19;25
10-30-2018 13:00:20;20
10-30-2018 13:00:21;15
10-30-2018 13:00:22;10
10-30-2018 13:00:23;5
10-30-2018 13:00:24;1
10-30-2018 13:00:25;0
10-30-2018 15:02:33;2
10-30-2018 15:02:34;7
10-30-2018 15:02:35;12
10-30-2018 15:02:36;18
10-30-2018 15:02:38;23
10-30-2018 15:02:39;28
10-30-2018 15:02:40;34
10-30-2018 15:02:41;39
10-30-2018 15:02:42;45
10-30-2018 15:02:43;49
10-30-2018 15:02:44;55
10-30-2018 15:02:45;60
10-30-2018 15:02:46;65
10-30-2018 15:02:47;70
10-30-2018 15:02:48;75
10-30-2018 15:02:49;81
10-30-2018 15:02:50;86
10-30-2018 15:02:51;91
10-30-2018 15:02:52;100
10-30-2018 15:50:09;98
10-30-2018 15:50:10;93
10-30-2018 15:50:11;88
10-30-2018 15:50:12;82
10-30-2018 15:50:13;77
10-30-2018 15:50:14;72
10-30-2018 15:50:15;67
10-30-2018 15:50:17;62
10-30-2018 15:50:17;56
10-30-2018 15:50:18;51
10-30-2018 15:50:19;46
10-30-2018 15:50:20;41
10-30-2018 15:50:21;36
10-30-2018 15:50:23;31
10-30-2018 15:50:24;26
10-30-2018 15:50:25;22
10-30-2018 15:50:26;16
10-30-2018 15:50:27;11
10-30-2018 15:50:28;7
10-30-2018 15:50:29;2
10-30-2018 15:50:30;0
10-30-2018 16:11:45;3
10-30-2018 16:11:46;8
10-30-2018 16:11:47;14
10-30-2018 16:11:48;19
10-30-2018 16:11:49;25
10-30-2018 16:11:50;30
10-30-2018 16:11:51;35
