Time;Sun screening, Roof, Zone 31 - Rm. 3-2, South Office, Absolut position Sunscreening;Natural ventilation, Roof, Zone 31 - Rm. 3-2, South Office, Ventilation mode;Natural ventilation, Roof, Zone 31 - Rm. 3-2, South Office, Start pulse ventilation;Natural ventilation, Roof, Zone 31 - Rm. 3-2, South Office, NV Advance(TM) status
11-11-2018 14:28:40;0;3;0;12
11-11-2018 14:29:08;3;3;0;12
11-11-2018 14:29:09;8;3;0;12
11-11-2018 14:29:10;13;3;0;12
11-11-2018 14:29:11;19;3;0;12
11-11-2018 14:29:12;24;3;0;12
11-11-2018 14:29:13;30;3;0;12
11-11-2018 14:29:14;35;3;0;12
11-11-2018 14:29:15;40;3;0;12
11-11-2018 14:29:16;46;3;0;12
11-11-2018 14:29:17;51;3;0;12
11-11-2018 14:29:18;56;3;0;12
11-11-2018 14:29:20;61;3;0;12
11-11-2018 14:29:21;66;3;0;12
11-11-2018 14:29:22;72;3;0;12
11-11-2018 14:29:23;77;3;0;12
11-11-2018 14:29:24;82;3;0;12
11-11-2018 14:29:25;87;3;0;12
11-11-2018 14:29:26;93;3;0;12
11-11-2018 14:29:27;100;3;0;12
11-11-2018 14:31:58;100;3;0;30
11-11-2018 16:02:16;97;3;0;30
11-11-2018 16:02:17;92;3;0;30
11-11-2018 16:02:18;87;3;0;30
11-11-2018 16:02:19;81;3;0;30
11-11-2018 16:02:20;76;3;0;30
11-11-2018 16:02:21;71;3;0;30
11-11-2018 16:02:22;65;3;0;30
11-11-2018 16:02:23;60;3;0;30
11-11-2018 16:02:24;54;3;0;30
11-11-2018 16:02:25;49;3;0;30
11-11-2018 16:02:26;44;3;0;30
11-11-2018 16:02:27;39;3;0;30
11-11-2018 16:02:28;33;3;0;30
11-11-2018 16:02:29;28;3;0;30
11-11-2018 16:02:30;23;3;0;30
11-11-2018 16:02:31;18;3;0;30
11-11-2018 16:02:32;13;3;0;30
11-11-2018 16:02:33;8;3;0;30
11-11-2018 16:02:34;3;3;0;30
11-11-2018 16:02:35;0;3;0;30
11-11-2018 22:00:02;2;3;0;30
11-11-2018 22:00:03;7;3;0;30
11-11-2018 22:00:04;13;3;0;30
11-11-2018 22:00:05;19;3;0;30
11-11-2018 22:00:06;24;3;0;30
11-11-2018 22:00:07;29;3;0;30
11-11-2018 22:00:08;34;3;0;30
11-11-2018 22:00:09;40;3;0;30
11-11-2018 22:00:10;45;3;0;30
11-11-2018 22:00:11;51;3;0;30
11-11-2018 22:00:12;56;3;0;30
11-11-2018 22:00:13;61;3;0;30
11-11-2018 22:00:14;66;3;0;30
11-11-2018 22:00:15;71;3;0;30
11-11-2018 22:00:17;76;3;0;30
11-11-2018 22:00:18;82;3;0;30
11-11-2018 22:00:19;87;3;0;30
11-11-2018 22:00:20;92;3;0;30
11-11-2018 22:00:21;100;3;0;30
11-12-2018;100;1;-1;30
11-12-2018 00:00:01;100;1;0;10
11-12-2018 00:00:04;96;1;0;10
11-12-2018 00:00:05;91;1;0;10
11-12-2018 00:00:06;86;1;0;10
11-12-2018 00:00:07;80;1;0;10
11-12-2018 00:00:09;75;1;0;10
11-12-2018 00:00:10;69;1;0;10
11-12-2018 00:00:11;63;1;0;10
11-12-2018 00:00:12;59;1;0;10
11-12-2018 00:00:13;53;1;0;10
11-12-2018 00:00:14;48;1;0;10
11-12-2018 00:00:15;43;1;0;10
11-12-2018 00:00:16;37;1;0;10
11-12-2018 00:00:17;32;1;0;10
11-12-2018 00:00:18;26;1;0;10
11-12-2018 00:00:19;21;1;0;10
11-12-2018 00:00:20;16;1;0;10
11-12-2018 00:00:21;11;1;0;10
11-12-2018 00:00:22;6;1;0;10
11-12-2018 00:00:24;1;1;0;10
11-12-2018 00:00:25;0;1;0;10
11-12-2018 01:00:00;0;1;-1;10
11-12-2018 01:00:01;0;1;0;10
11-12-2018 02:00:00;0;1;-1;10
11-12-2018 04:05:00;0;1;-1;10
11-12-2018 04:05:01;0;1;-1;10
11-12-2018 05:00:01;0;1;0;10
11-12-2018 06:00:00;0;8;-1;10
11-12-2018 06:00:01;0;8;-1;80
11-12-2018 07:00:01;0;8;0;12
11-12-2018 07:01:00;0;8;0;12
11-12-2018 07:03:04;0;8;0;80
11-12-2018 08:00:00;0;8;-1;80
11-12-2018 08:03:59;4;8;-1;80
11-12-2018 08:04:00;9;8;-1;80
11-12-2018 08:04:01;15;8;-1;80
11-12-2018 08:04:02;20;8;-1;80
11-12-2018 08:04:03;25;8;-1;80
11-12-2018 08:04:04;31;8;-1;80
11-12-2018 08:04:06;36;8;-1;80
11-12-2018 08:04:06;42;8;-1;80
11-12-2018 08:04:08;47;8;-1;80
11-12-2018 08:04:09;52;8;-1;80
11-12-2018 08:04:10;57;8;-1;80
11-12-2018 08:04:11;63;8;-1;80
11-12-2018 08:04:12;68;8;-1;80
11-12-2018 08:04:13;73;8;-1;80
11-12-2018 08:04:14;78;8;-1;80
11-12-2018 08:04:15;84;8;-1;80
11-12-2018 08:04:16;89;8;-1;80
11-12-2018 08:04:17;94;8;-1;80
11-12-2018 08:04:18;100;8;-1;80
11-12-2018 09:03:03;100;8;0;80
11-12-2018 11:00:00;100;8;-1;80
11-12-2018 11:03:03;100;8;0;80
11-12-2018 12:00:00;100;8;-1;80
11-12-2018 12:03:03;100;8;0;80
11-12-2018 13:00:00;100;8;-1;80
11-12-2018 13:03:03;100;8;0;80
11-12-2018 13:46:17;97;8;0;80
11-12-2018 13:46:18;90;8;0;80
11-12-2018 13:46:19;84;8;0;80
11-12-2018 13:46:20;79;8;0;80
11-12-2018 13:46:21;73;8;0;80
11-12-2018 13:46:22;66;8;0;80
11-12-2018 13:46:23;61;8;0;80
11-12-2018 13:46:24;55;8;0;80
11-12-2018 13:46:25;49;8;0;80
11-12-2018 13:46:26;43;8;0;80
11-12-2018 13:46:27;37;8;0;80
11-12-2018 13:46:28;31;8;0;80
11-12-2018 13:46:30;26;8;0;80
11-12-2018 13:46:30;20;8;0;80
11-12-2018 13:46:32;15;8;0;80
11-12-2018 13:46:33;9;8;0;80
11-12-2018 13:46:34;3;8;0;80
11-12-2018 13:46:35;0;8;0;80
11-12-2018 13:47:06;1;8;0;80
11-12-2018 13:47:07;8;8;0;80
11-12-2018 13:47:08;14;8;0;80
11-12-2018 13:47:09;20;8;0;80
11-12-2018 13:47:11;26;8;0;80
11-12-2018 13:47:12;32;8;0;80
11-12-2018 13:47:13;38;8;0;80
11-12-2018 13:47:14;44;8;0;80
11-12-2018 13:47:15;50;8;0;80
11-12-2018 13:47:16;56;8;0;80
11-12-2018 13:47:17;62;8;0;80
11-12-2018 13:47:18;68;8;0;80
11-12-2018 13:47:19;74;8;0;80
11-12-2018 13:47:20;80;8;0;80
11-12-2018 13:47:21;86;8;0;80
11-12-2018 13:47:22;92;8;0;80
11-12-2018 13:47:23;100;8;0;80
11-12-2018 14:00:00;100;8;-1;80
11-12-2018 14:03:03;100;8;0;80
11-12-2018 14:28:31;100;8;0;12
11-12-2018 14:28:34;95;8;0;12
11-12-2018 14:28:35;89;8;0;12
11-12-2018 14:28:38;78;8;0;12
11-12-2018 14:28:38;72;8;0;12
11-12-2018 14:28:39;67;8;0;12
11-12-2018 14:28:41;61;8;0;12
11-12-2018 14:28:42;56;8;0;12
11-12-2018 14:28:43;51;8;0;12
11-12-2018 14:28:44;46;8;0;12
11-12-2018 14:28:45;40;8;0;12
11-12-2018 14:28:46;35;8;0;12
11-12-2018 14:28:47;30;8;0;12
11-12-2018 14:28:48;25;8;0;12
11-12-2018 14:28:49;20;8;0;12
11-12-2018 14:28:50;15;8;0;12
11-12-2018 14:28:53;4;8;0;12
11-12-2018 14:28:53;0;8;0;12
11-12-2018 14:28:55;1;8;0;12
11-12-2018 14:28:57;6;8;0;12
11-12-2018 14:28:58;12;8;0;12
11-12-2018 14:28:59;17;8;0;12
11-12-2018 14:29:00;23;8;0;12
11-12-2018 14:29:01;28;8;0;12
11-12-2018 14:29:02;34;8;0;12
11-12-2018 14:29:03;39;8;0;80
11-12-2018 14:29:04;45;8;0;80
11-12-2018 14:29:05;51;8;0;80
11-12-2018 14:29:08;62;8;0;80
11-12-2018 14:29:09;67;8;0;80
11-12-2018 14:29:10;73;8;0;80
11-12-2018 14:29:11;78;8;0;80
11-12-2018 14:29:12;84;8;0;80
11-12-2018 14:29:13;89;8;0;80
11-12-2018 14:29:14;94;8;0;80
11-12-2018 14:29:15;100;8;0;80
11-12-2018 14:44:00;94;8;0;80
11-12-2018 14:44:01;88;8;0;80
11-12-2018 14:44:02;82;8;0;80
11-12-2018 14:44:03;76;8;0;80
11-12-2018 14:44:04;70;8;0;80
11-12-2018 14:44:05;64;8;0;80
11-12-2018 14:44:06;58;8;0;80
11-12-2018 14:44:07;52;8;0;80
11-12-2018 14:44:08;46;8;0;80
11-12-2018 14:44:09;40;8;0;80
11-12-2018 14:44:10;35;8;0;80
11-12-2018 14:44:11;29;8;0;80
11-12-2018 14:44:12;24;8;0;80
11-12-2018 14:44:13;18;8;0;80
11-12-2018 14:44:14;12;8;0;80
11-12-2018 14:44:15;7;8;0;80
11-12-2018 14:44:16;1;8;0;80
11-12-2018 14:44:17;0;8;0;80
11-12-2018 15:00:00;0;8;-1;80
11-12-2018 15:00:00;0;8;-1;80
11-12-2018 15:03:03;0;8;0;80
11-12-2018 15:03:03;0;8;0;80
11-12-2018 16:00:00;0;8;-1;80
11-12-2018 16:03:03;0;8;0;80
11-12-2018 17:00:00;0;8;-1;80
11-12-2018 17:03:03;0;8;0;80
11-12-2018 18:00:00;0;8;-1;80
11-12-2018 18:03:03;0;8;0;80
11-12-2018 19:00:00;0;8;-1;80
11-12-2018 19:03:03;0;8;0;80
11-12-2018 20:00:00;0;1;-1;80
11-12-2018 20:00:01;0;1;0;10
11-12-2018 21:00:00;0;1;-1;10
11-12-2018 21:00:01;0;1;0;10
11-12-2018 22:00:02;2;1;0;10
11-12-2018 22:00:03;7;1;0;10
11-12-2018 22:00:04;12;1;0;10
11-12-2018 22:00:05;17;1;0;10
11-12-2018 22:00:06;23;1;0;10
11-12-2018 22:00:07;28;1;0;10
11-12-2018 22:00:08;34;1;0;10
11-12-2018 22:00:09;39;1;0;10
11-12-2018 22:00:10;44;1;0;10
11-12-2018 22:00:11;49;1;0;10
11-12-2018 22:00:12;54;1;0;10
11-12-2018 22:00:13;60;1;0;10
11-12-2018 22:00:14;65;1;0;10
11-12-2018 22:00:15;70;1;0;10
11-12-2018 22:00:16;75;1;0;10
11-12-2018 22:00:17;80;1;0;10
11-12-2018 22:00:18;85;1;0;10
11-12-2018 22:00:19;90;1;0;10
11-12-2018 22:00:20;100;1;0;10
11-12-2018 23:00:00;100;1;-1;10
11-12-2018 23:00:01;100;1;0;10
11-13-2018;100;1;-1;10
11-13-2018 00:00:01;100;1;0;10
11-13-2018 00:00:02;94;1;0;10
11-13-2018 00:00:03;89;1;0;10
11-13-2018 00:00:04;84;1;0;10
11-13-2018 00:00:06;79;1;0;10
11-13-2018 00:00:07;74;1;0;10
11-13-2018 00:00:08;68;1;0;10
11-13-2018 00:00:09;63;1;0;10
11-13-2018 00:00:10;58;1;0;10
11-13-2018 00:00:11;53;1;0;10
11-13-2018 00:00:12;48;1;0;10
11-13-2018 00:00:13;43;1;0;10
11-13-2018 00:00:14;38;1;0;10
11-13-2018 00:00:15;33;1;0;10
11-13-2018 00:00:16;28;1;0;10
11-13-2018 00:00:17;23;1;0;10
11-13-2018 00:00:18;18;1;0;10
11-13-2018 00:00:19;13;1;0;10
11-13-2018 00:00:20;8;1;0;10
11-13-2018 00:00:21;3;1;0;10
11-13-2018 00:00:22;0;1;0;10
11-13-2018 01:00:00;0;1;-1;10
11-13-2018 01:00:01;0;1;0;10
11-13-2018 03:59:00;0;1;0;10
11-13-2018 03:59:01;0;1;0;10
11-13-2018 04:00:01;0;1;0;10
11-13-2018 05:00:00;0;1;-1;10
11-13-2018 05:00:01;0;1;0;10
11-13-2018 06:00:00;0;8;-1;10
11-13-2018 06:00:01;0;8;-1;80
11-13-2018 07:00:00;0;8;-1;80
11-13-2018 07:00:01;0;8;0;12
11-13-2018 07:01:00;0;8;0;12
11-13-2018 07:04:16;0;8;0;80
11-13-2018 08:00:00;0;8;-1;80
11-13-2018 11:01:25;0;8;-1;12
11-13-2018 11:03:03;0;8;0;12
11-13-2018 11:04:32;0;8;0;80
11-13-2018 12:00:00;0;8;-1;80
11-13-2018 12:03:03;0;8;0;80
11-13-2018 13:00:00;0;8;-1;80
11-13-2018 13:03:03;0;8;0;80
11-13-2018 14:00:00;0;8;-1;80
11-13-2018 14:03:02;0;8;0;80
11-13-2018 14:28:41;0;8;0;12
11-13-2018 14:29:39;0;8;0;80
11-13-2018 15:00:00;0;8;-1;80
11-13-2018 15:03:03;0;8;0;80
11-13-2018 16:00:00;0;8;-1;80
11-13-2018 16:03:03;0;8;0;80
11-13-2018 17:00:00;0;8;-1;80
11-13-2018 17:03:03;0;8;0;80
11-13-2018 18:00:00;0;8;-1;80
11-13-2018 18:03:03;0;8;0;80
11-13-2018 19:00:00;0;8;-1;80
11-13-2018 20:00:00;0;1;-1;80
11-13-2018 20:00:01;0;1;0;10
11-13-2018 21:00:00;0;1;-1;10
11-13-2018 21:00:01;0;1;0;10
11-13-2018 21:00:03;0;1;-1;10
11-13-2018 21:00:04;0;1;0;10
11-13-2018 21:00:06;0;1;-1;10
11-13-2018 21:00:07;0;1;0;10
11-13-2018 22:00:02;4;1;0;10
11-13-2018 22:00:03;9;1;0;10
11-13-2018 22:00:04;15;1;0;10
11-13-2018 22:00:05;20;1;0;10
11-13-2018 22:00:06;26;1;0;10
11-13-2018 22:00:07;31;1;0;10
11-13-2018 22:00:08;36;1;0;10
11-13-2018 22:00:09;42;1;0;10
11-13-2018 22:00:10;47;1;0;10
11-13-2018 22:00:11;52;1;0;10
11-13-2018 22:00:12;58;1;0;10
11-13-2018 22:00:13;63;1;0;10
11-13-2018 22:00:15;68;1;0;10
11-13-2018 22:00:16;73;1;0;10
11-13-2018 22:00:17;78;1;0;10
11-13-2018 22:00:18;84;1;0;10
11-13-2018 22:00:19;89;1;0;10
11-13-2018 22:00:20;94;1;0;10
11-13-2018 22:00:21;100;1;0;10
11-13-2018 23:00:00;100;1;-1;10
11-13-2018 23:00:01;100;1;0;10
11-14-2018;100;1;-1;10
11-14-2018 00:00:01;100;1;0;10
11-14-2018 00:00:02;95;1;0;10
11-14-2018 00:00:03;90;1;0;10
11-14-2018 00:00:04;84;1;0;10
11-14-2018 00:00:05;79;1;0;10
11-14-2018 00:00:06;74;1;0;10
11-14-2018 00:00:07;68;1;0;10
11-14-2018 00:00:08;63;1;0;10
11-14-2018 00:00:09;58;1;0;10
11-14-2018 00:00:11;53;1;0;10
11-14-2018 00:00:12;47;1;0;10
11-14-2018 00:00:13;42;1;0;10
11-14-2018 00:00:14;37;1;0;10
11-14-2018 00:00:15;32;1;0;10
11-14-2018 00:00:16;27;1;0;10
11-14-2018 00:00:17;22;1;0;10
11-14-2018 00:00:18;17;1;0;10
11-14-2018 00:00:19;12;1;0;10
11-14-2018 00:00:20;7;1;0;10
11-14-2018 00:00:21;3;1;0;10
11-14-2018 00:00:22;0;1;0;10
11-14-2018 01:00:00;0;1;-1;10
11-14-2018 01:00:01;0;1;0;10
11-14-2018 02:00:00;0;1;-1;10
11-14-2018 03:31:00;0;1;-1;10
11-14-2018 03:31:01;0;1;-1;10
11-14-2018 04:00:01;0;1;0;10
11-14-2018 05:00:00;0;1;-1;10
11-14-2018 05:00:01;0;1;0;10
11-14-2018 06:00:00;0;8;-1;10
11-14-2018 06:00:01;0;8;-1;80
11-14-2018 07:00:01;0;8;0;12
11-14-2018 07:00:03;0;8;-1;12
11-14-2018 07:00:04;0;8;0;12
11-14-2018 07:00:06;0;8;-1;12
11-14-2018 07:00:07;0;8;0;12
11-14-2018 07:04:45;0;8;0;80
11-14-2018 08:00:00;0;8;-1;80
11-14-2018 08:24:25;2;8;-1;80
11-14-2018 08:24:26;8;8;-1;80
11-14-2018 08:24:27;13;8;-1;80
11-14-2018 08:24:28;19;8;-1;80
11-14-2018 08:24:29;24;8;-1;80
11-14-2018 08:24:30;29;8;-1;80
11-14-2018 08:24:31;34;8;-1;80
11-14-2018 08:24:32;40;8;-1;80
11-14-2018 08:24:33;45;8;-1;80
11-14-2018 08:24:34;51;8;-1;80
11-14-2018 08:24:35;55;8;-1;80
11-14-2018 08:24:37;61;8;-1;80
11-14-2018 08:24:38;66;8;-1;80
11-14-2018 08:24:39;71;8;-1;80
11-14-2018 08:24:40;76;8;-1;80
11-14-2018 08:24:41;81;8;-1;80
11-14-2018 08:24:42;87;8;-1;80
11-14-2018 08:24:43;92;8;-1;80
11-14-2018 08:24:44;100;8;-1;80
11-14-2018 14:28:56;100;8;-1;12
11-14-2018 14:28:58;99;8;-1;12
11-14-2018 14:28:59;94;8;-1;12
11-14-2018 14:29:00;88;8;-1;12
11-14-2018 14:29:01;83;8;-1;12
11-14-2018 14:29:02;78;8;-1;12
11-14-2018 14:29:03;72;8;-1;12
11-14-2018 14:29:05;67;8;-1;12
11-14-2018 14:29:06;61;8;-1;12
11-14-2018 14:29:07;56;8;-1;12
11-14-2018 14:29:08;51;8;-1;12
11-14-2018 14:29:09;45;8;-1;12
11-14-2018 14:29:10;40;8;-1;12
11-14-2018 14:29:11;35;8;-1;12
11-14-2018 14:29:12;30;8;-1;12
11-14-2018 14:29:13;25;8;-1;12
11-14-2018 14:29:14;19;8;-1;12
11-14-2018 14:29:15;14;8;-1;12
11-14-2018 14:29:16;9;8;-1;12
11-14-2018 14:29:17;4;8;-1;12
11-14-2018 14:29:19;0;8;-1;12
11-14-2018 14:29:22;3;8;-1;12
11-14-2018 14:29:23;8;8;-1;12
11-14-2018 14:29:24;14;8;-1;12
11-14-2018 14:29:25;20;8;-1;12
11-14-2018 14:29:26;25;8;-1;12
11-14-2018 14:29:27;30;8;-1;12
11-14-2018 14:29:28;36;8;-1;12
11-14-2018 14:29:29;41;8;-1;12
11-14-2018 14:29:30;46;8;-1;12
11-14-2018 14:29:31;51;8;-1;12
11-14-2018 14:29:32;57;8;-1;12
11-14-2018 14:29:33;62;8;-1;12
11-14-2018 14:29:34;67;8;-1;12
11-14-2018 14:29:35;72;8;-1;12
11-14-2018 14:29:36;77;8;-1;12
11-14-2018 14:29:37;83;8;-1;12
11-14-2018 14:29:39;88;8;-1;12
11-14-2018 14:29:40;93;8;-1;12
11-14-2018 14:29:41;100;8;-1;12
11-14-2018 14:30:35;100;8;-1;80
11-14-2018 15:18:15;94;8;-1;80
11-14-2018 15:18:16;89;8;-1;80
11-14-2018 15:18:17;84;8;-1;80
11-14-2018 15:18:18;78;8;-1;80
11-14-2018 15:18:19;73;8;-1;80
11-14-2018 15:18:20;67;8;-1;80
11-14-2018 15:18:21;62;8;-1;80
11-14-2018 15:18:23;57;8;-1;80
11-14-2018 15:18:24;52;8;-1;80
11-14-2018 15:18:25;46;8;-1;80
11-14-2018 15:18:26;41;8;-1;80
11-14-2018 15:18:27;36;8;-1;80
11-14-2018 15:18:28;31;8;-1;80
11-14-2018 15:18:29;26;8;-1;80
11-14-2018 15:18:30;21;8;-1;80
11-14-2018 15:18:31;16;8;-1;80
11-14-2018 15:18:32;10;8;-1;80
11-14-2018 15:18:33;5;8;-1;80
11-14-2018 15:18:34;0;8;-1;80
11-14-2018 16:03:03;0;8;0;80
11-14-2018 17:00:00;0;8;-1;80
11-14-2018 17:03:03;0;8;0;80
11-14-2018 18:00:00;0;8;-1;80
11-14-2018 18:03:03;0;8;0;80
11-14-2018 19:00:00;0;8;-1;80
11-14-2018 20:00:00;0;1;-1;80
11-14-2018 20:00:01;0;1;0;10
11-14-2018 21:00:00;0;1;-1;10
11-14-2018 21:00:01;0;1;0;10
11-14-2018 22:00:02;4;1;0;10
11-14-2018 22:00:03;9;1;0;10
11-14-2018 22:00:04;15;1;0;10
11-14-2018 22:00:05;20;1;0;10
11-14-2018 22:00:06;25;1;0;10
11-14-2018 22:00:08;31;1;0;10
11-14-2018 22:00:09;36;1;0;10
11-14-2018 22:00:10;41;1;0;10
11-14-2018 22:00:11;46;1;0;10
11-14-2018 22:00:12;52;1;0;10
11-14-2018 22:00:13;57;1;0;10
11-14-2018 22:00:14;62;1;0;10
11-14-2018 22:00:15;68;1;0;10
11-14-2018 22:00:16;73;1;0;10
11-14-2018 22:00:17;78;1;0;10
11-14-2018 22:00:18;83;1;0;10
11-14-2018 22:00:19;88;1;0;10
11-14-2018 22:00:20;93;1;0;10
11-14-2018 22:00:21;100;1;0;10
11-14-2018 23:00:00;100;1;-1;10
11-14-2018 23:00:01;100;1;0;10
11-15-2018;100;1;-1;10
11-15-2018 00:00:01;100;1;0;10
11-15-2018 00:00:01;99;1;0;10
11-15-2018 00:00:02;93;1;0;10
11-15-2018 00:00:03;88;1;0;10
11-15-2018 00:00:04;83;1;0;10
11-15-2018 00:00:05;77;1;0;10
11-15-2018 00:00:07;72;1;0;10
11-15-2018 00:00:08;66;1;0;10
11-15-2018 00:00:09;61;1;0;10
11-15-2018 00:00:10;56;1;0;10
11-15-2018 00:00:11;51;1;0;10
11-15-2018 00:00:12;46;1;0;10
11-15-2018 00:00:13;40;1;0;10
11-15-2018 00:00:14;35;1;0;10
11-15-2018 00:00:15;30;1;0;10
11-15-2018 00:00:16;25;1;0;10
11-15-2018 00:00:17;20;1;0;10
11-15-2018 00:00:18;15;1;0;10
11-15-2018 00:00:19;10;1;0;10
11-15-2018 00:00:20;5;1;0;10
11-15-2018 00:00:22;0;1;0;10
11-15-2018 01:00:00;0;1;-1;10
11-15-2018 01:00:01;0;1;0;10
11-15-2018 02:00:00;0;1;-1;10
11-15-2018 04:18:00;0;1;-1;10
11-15-2018 04:18:01;0;1;-1;10
11-15-2018 05:00:01;0;1;0;10
11-15-2018 06:00:00;0;8;-1;10
11-15-2018 06:00:01;0;8;-1;80
11-15-2018 07:00:01;0;8;0;12
11-15-2018 07:01:00;0;8;0;12
11-15-2018 07:02:53;0;8;0;80
11-15-2018 08:00:00;0;8;-1;80
11-15-2018 10:56:11;96;8;-1;80
11-15-2018 10:56:12;91;8;-1;80
11-15-2018 10:56:13;86;8;-1;80
11-15-2018 10:56:14;81;8;-1;80
11-15-2018 10:56:15;76;8;-1;80
11-15-2018 10:56:16;71;8;-1;80
11-15-2018 10:56:17;66;8;-1;80
11-15-2018 10:56:18;61;8;-1;80
11-15-2018 10:56:19;56;8;-1;80
11-15-2018 10:56:20;51;8;-1;80
11-15-2018 10:56:21;46;8;-1;80
11-15-2018 10:56:22;41;8;-1;80
11-15-2018 10:56:23;36;8;-1;80
11-15-2018 10:56:24;31;8;-1;80
11-15-2018 10:56:25;26;8;-1;80
11-15-2018 10:56:26;22;8;-1;80
11-15-2018 10:56:27;16;8;-1;80
11-15-2018 10:56:28;12;8;-1;80
11-15-2018 10:56:29;7;8;-1;80
11-15-2018 10:56:30;2;8;-1;80
11-15-2018 10:56:31;0;8;-1;80
11-15-2018 11:03:03;0;8;0;80
11-15-2018 11:58:36;3;8;0;80
11-15-2018 11:58:37;9;8;0;80
11-15-2018 11:58:38;14;8;0;80
11-15-2018 11:58:39;19;8;0;80
11-15-2018 11:58:40;25;8;0;80
11-15-2018 11:58:41;30;8;0;80
11-15-2018 11:58:42;35;8;0;80
11-15-2018 11:58:43;40;8;0;80
11-15-2018 11:58:44;46;8;0;80
11-15-2018 11:58:45;51;8;0;80
11-15-2018 11:58:46;56;8;0;80
11-15-2018 11:58:47;61;8;0;80
11-15-2018 11:58:48;66;8;0;80
11-15-2018 11:58:49;71;8;0;80
11-15-2018 11:58:51;76;8;0;80
11-15-2018 11:58:51;81;8;0;80
11-15-2018 11:58:52;87;8;0;80
11-15-2018 11:58:54;91;8;0;80
11-15-2018 11:58:55;100;8;0;80
11-15-2018 12:00:00;100;8;-1;80
11-15-2018 12:03:03;100;8;0;80
11-15-2018 12:43:45;94;8;0;80
11-15-2018 12:43:46;90;8;0;80
11-15-2018 12:43:47;84;8;0;80
11-15-2018 12:43:48;79;8;0;80
11-15-2018 12:43:49;74;8;0;80
11-15-2018 12:43:51;68;8;0;80
11-15-2018 12:43:52;63;8;0;80
11-15-2018 12:43:53;58;8;0;80
11-15-2018 12:43:54;53;8;0;80
11-15-2018 12:43:55;47;8;0;80
11-15-2018 12:43:56;43;8;0;80
11-15-2018 12:43:57;37;8;0;80
11-15-2018 12:43:58;32;8;0;80
11-15-2018 12:43:59;27;8;0;80
11-15-2018 12:44:00;22;8;0;80
11-15-2018 12:44:01;17;8;0;80
11-15-2018 12:44:02;13;8;0;80
11-15-2018 12:44:03;8;8;0;80
11-15-2018 12:44:04;3;8;0;80
11-15-2018 12:44:05;0;8;0;80
11-15-2018 13:00:00;0;8;-1;80
11-15-2018 13:03:03;0;8;0;80
11-15-2018 14:00:00;0;8;-1;80
11-15-2018 14:03:03;0;8;0;80
11-15-2018 14:29:05;0;8;0;12
11-15-2018 14:33:43;0;8;0;80
11-15-2018 15:00:00;0;8;-1;80
11-15-2018 15:03:03;0;8;0;80
11-15-2018 15:19:51;1;8;0;80
11-15-2018 15:19:52;7;8;0;80
11-15-2018 15:19:53;12;8;0;80
11-15-2018 15:19:54;17;8;0;80
11-15-2018 15:19:55;23;8;0;80
11-15-2018 15:19:56;28;8;0;80
11-15-2018 15:19:57;34;8;0;80
11-15-2018 15:19:58;39;8;0;80
11-15-2018 15:19:59;44;8;0;80
11-15-2018 15:20:00;49;8;0;80
11-15-2018 15:20:01;55;8;0;80
11-15-2018 15:20:02;60;8;0;80
11-15-2018 15:20:03;65;8;0;80
11-15-2018 15:20:04;70;8;0;80
11-15-2018 15:20:05;75;8;0;80
11-15-2018 15:20:06;80;8;0;80
11-15-2018 15:20:07;85;8;0;80
11-15-2018 15:20:08;91;8;0;80
11-15-2018 15:20:09;100;8;0;80
11-15-2018 15:30:35;96;8;0;80
11-15-2018 15:30:36;91;8;0;80
11-15-2018 15:30:37;85;8;0;80
11-15-2018 15:30:38;80;8;0;80
11-15-2018 15:30:39;75;8;0;80
11-15-2018 15:30:40;70;8;0;80
11-15-2018 15:30:41;65;8;0;80
11-15-2018 15:30:42;60;8;0;80
11-15-2018 15:30:43;54;8;0;80
11-15-2018 15:30:44;49;8;0;80
11-15-2018 15:30:45;44;8;0;80
11-15-2018 15:30:46;39;8;0;80
11-15-2018 15:30:48;34;8;0;80
11-15-2018 15:30:49;29;8;0;80
11-15-2018 15:30:50;25;8;0;80
11-15-2018 15:30:51;19;8;0;80
11-15-2018 15:30:52;14;8;0;80
11-15-2018 15:30:53;10;8;0;80
11-15-2018 15:30:54;5;8;0;80
11-15-2018 15:30:55;0;8;0;80
11-15-2018 15:40:57;4;8;0;80
11-15-2018 15:40:58;10;8;0;80
11-15-2018 15:40:59;15;8;0;80
11-15-2018 15:41:00;21;8;0;80
11-15-2018 15:41:02;26;8;0;80
11-15-2018 15:41:03;31;8;0;80
11-15-2018 15:41:04;37;8;0;80
11-15-2018 15:41:05;42;8;0;80
11-15-2018 15:41:06;47;8;0;80
11-15-2018 15:41:07;52;8;0;80
11-15-2018 15:41:08;57;8;0;80
11-15-2018 15:41:09;63;8;0;80
11-15-2018 15:41:10;68;8;0;80
11-15-2018 15:41:11;73;8;0;80
11-15-2018 15:41:12;78;8;0;80
11-15-2018 15:41:13;84;8;0;80
11-15-2018 15:41:14;89;8;0;80
11-15-2018 15:41:15;94;8;0;80
11-15-2018 15:41:16;100;8;0;80
11-15-2018 16:00:00;100;8;-1;80
11-15-2018 16:03:03;100;8;0;80
11-15-2018 17:00:00;100;8;-1;80
11-15-2018 17:03:03;100;8;0;80
11-15-2018 18:00:00;100;8;-1;80
